央视频道, #genre#
开化国家公园, http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
开化新闻综合, http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
开远综合, http://live.ynurl.com/video/s10044-KYTV/index.m3u8?zyund
德惠综合, http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
德阳公共, http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
德阳新闻综合, http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
怀仁综合, https://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc-1.m3u8
成县综合, https://play.kankanlive.com/live/1702454377323961.m3u8
收藏天下, http://www.cdnstv.com:6398/hls/1118/index.m3u8
敦化一套, http://stream8.jlntv.cn/dhtv/playlist.m3u8
数码时代, http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
文山州公共, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
文山州新闻综合, http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
文成综合, http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
新昌新闻综合, https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌生活, http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
新沂新闻, http://live.xysrmt.cn/xwzh/sd/live.m3u8?zjiangsd"
施甸综合, http://live.ynurl.com/video/s10048TV/index.m3u8?zyund
旺苍新闻综合, http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
昌黎综合, https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
易门综合, https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8
普陀电视台, https://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
景泰综合, https://play.kankanlive.com/live/1624439143745981.m3u8?zgand
朝天综合, https://m3u8.channel.dzsm.com/nmip-media/channellive/channel104601/playlist.m3u8
朝阳新闻综合, http://120.76.248.139/live/bfgd/4200000282.m3u8
来宾综合, http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
柳河综合, http://stream3.jlntv.cn:80/aac_lhgb/sd/live.m3u8
桂林新闻, https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
桦甸综合, http://stream9.jlntv.cn:80/aac_huadiangb/playlist.m3u8
梁河综合, http://live.ynurl.com/video/s10032-lhtv/index.m3u8?zyund
梅河口综合, http://stream3.jlntv.cn:80/aac_mhkgb/playlist.m3u8
武义新闻综合, http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
武威新闻, https://play.kankanlive.com/live/1693539781636986.m3u8
武汉一台新闻综合, https://ls.qingting.fm/live/20198/64k.m3u8
武胜综合, http://live2.gatv.com.cn:86/live/WS.m3u8
武进新闻, https://live.wjyanghu.com/live/CH1.m3u8
武进生活, http://live.wjyanghu.com/live/CH2.m3u8
永嘉新闻综合, http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
永昌综合, https://play.kankanlive.com/live/1652755738635915.m3u8
汕头文旅, http://tv.zzlag.top:9003/hls/5/index.m3u8
江川综合, http://live.ynurl.com/video/s10037-JCTV/index.m3u8?zyund
汪清综合, http://stream5.jlntv.cn/wq/sd/live.m3u8
汾西综合, https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd
沐川综合, http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
河北农民, https://ls.qingting.fm/live/1650/64k.m3u8
河北都市, https://radio.pull.hebtv.com/live/hebnczx.m3u8
河南乡村, http://www.cdnstv.com:6398/hls/1116/index.m3u8
河南戏曲, http://www.cdnstv.com:6398/hls/1119/index.m3u8
河南新闻, http://www.cdnstv.com:6398/hls/1114/index.m3u8
河南法治, http://www.cdnstv.com:6398/hls/1112/index.m3u8
河南电视剧, http://www.cdnstv.com:6398/hls/1113/index.m3u8
河源公共, http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合, http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
泌阳新闻综合, http://live.dxhmt.cn:9081/tv/11726-1.m3u8
泰州一套新闻综合, http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=2f3c2e461725409415
泸县新闻综合, https://m3u8channel.ganzitv.com/nmip-media/channellive/channel1/playlist.m3u8
洛阳文旅, https://wshlslive.migucloud.com/live/CVN934JS_C0/playlist.m3u8
洛阳科教, https://wshlslive.migucloud.com/live/RJ0EYBCZ_C0/playlist.m3u8
洛阳综合, https://wshlslive.migucloud.com/live/6AL7GTQX_C0/playlist.m3u8
洞头综合, http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
津南一套, http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd
济宁综合, http://111.14.181.15:9901/tsfile/live/1007_1.m3u8
浙江休闲台, http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
浙江教育, http://ali-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江数码时代, http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8
浙江新闻, http://ali-vl.cztv.com/channels/lantian/channel007/360p.m3u8
浙江民生休闲, https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江生活, http://ls.qingting.fm/live/1099.m3u8
浙江留学, http://ali-vl.cztv.com/channels/lantian/channel009/360p.m3u8
浙江经济生活, http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江经视, https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
海南新闻, http://ls.qingting.fm/live/1861.m3u8
海宁新闻综合, https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
涡阳新闻综合, http://220.180.124.18:888/live/ch0.m3u8
淅川电视, http://live.dxhmt.cn:9081/tv/11326-1.m3u8
淮阴综合, https://huaiyin-tv-replay.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8
清河新闻综合, https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
清河经济综艺, https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
清镇新闻综合, http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8?zguizd
渑池新闻综合, http://live.dxhmt.cn:9081/tv/11221-1.m3u8
渭源新闻, http://play.kankanlive.com/live/1720408280309109.m3u8
湖北生活, http://satellitepull.cnr.cn/live/wx32hubczshgb/playlist.m3u8
湖南爱晚, http://p2.vzan.com/527645544/149039617847513156/live.m3u8
湖州公共民生, http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
湖州文化娱乐, https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖州新闻综合, https://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
溧水新闻综合, http://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
滦平新闻, http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
灌阳新闻综合, https://ls.qingting.fm/live/5043/64k.m3u8
玛纳斯综合, http://218.84.127.245:1026/hls/main1/playlist.m3u8
环球旅游, http://120.76.248.139/live/bfgd/4200000147.m3u8
瑞丽综合, http://live.ynurl.com/video/s10021-rltv/index.m3u8?zyund
璧山综合, http://222.179.42.129:8181/hls1.m3u8
甘南县综合, https://stream.hrbtv.net/zxpd/sd/live.m3u8
甘肃经济, https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
甘肃都市, https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
生态环境, http://120.76.248.139/live/bfgd/4200000149.m3u8
番禺综合, http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
白银综合, http://play.kankanlive.com/live/1720408089419110.m3u8
盈江综合, http://live.ynurl.com/video/s10016-YJTV-2/index.m3u8?zyund
睢宁三农, http://3739115337.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=nwEAAJApyIx-AKAX&secondToken=secondToken%3AfyPrvACXUQ_VSZUu3Rxm-2py1fo&streamid=suining-tv%3Asuining-tv%2Fsuiningsn&v3=1
睢宁综合, https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
石屏综合, http://live.ynurl.com/video/s10059-SPTV/index.m3u8?zyund
砚山电视台, http://live.ynurl.com/video/s10020-ystv/index.m3u8?zyund
磐石综合, http://stream3.jlntv.cn:80/aac_psgb/sd/live.m3u8
祁门综合, http://zbbf2.ahbztv.com/live/416.m3u8?zanhd
福州生活, http://live.zohi.tv:80/video/s10001-fztv-3/index.m3u8
福建新闻, http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
福建经济, http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8
秦安综合, http://play.kankanlive.com/live/1683944827526991.m3u8
第一财经, http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
绍兴公共, http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴电视台公共, http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
缙云新闻综合, http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
缙云综合, http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
舒兰新闻综合, http://stream8.jlntv.cn/shulan/sd/live.m3u8?_upt=332db6421699196585
苍南新闻综合, https://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
苏州文化生活, https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州新闻综合, https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州生活资讯, https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
苏州社会经济, https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
茶频道, http://drive.mxmy.net:8888/udp/239.3.1.165:8001
荥经综合, https://m3u8channel-yj.yunxya.com/nmip-media/channellive/channel101140/playlist.m3u8
菏泽影, http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd
菏泽新闻综合, http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽经济生活, http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
萧山新闻综合, https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活, https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
萧山综合, http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
衡水公共, http://ls.qingting.fm/live/2810.m3u8
衡阳新闻综合, https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
衢江新闻综合, http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
西宁新闻综合, https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
西宁生活服务, https://liveout.xntv.tv/a65jur/90p2i1.m3u8
西安新闻, http://112.46.105.20:8009/hls/28/index.m3u8
西安都市, http://112.46.105.20:8009/hls/29/index.m3u8
西峰综合, https://play.kankanlive.com/live/1683944827526991.m3u8
诸暨新闻综合, https://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
象山综合, http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39
赣州公共, https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州教育, https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
赣州新闻, https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
车迷频道, http://120.76.248.139/live/bfgd/4200000146.m3u8
辉南新闻综合, http://stream5.jlntv.cn/hn/sd/live.m3u8
辽宁公共, http://120.76.248.139/live/bfgd/4200000077.m3u8
辽宁北方, http://120.76.248.139/live/bfgd/4200000071.m3u8
辽宁教育青少, http://120.76.248.139/live/bfgd/4200000075.m3u8
辽宁生活, http://120.76.248.139/live/bfgd/4200000073.m3u8
辽宁经济, http://120.76.248.139/live/bfgd/4200000076.m3u8
辽宁都市, http://120.76.248.139/live/bfgd/4200000068.m3u8
连云港新闻综合, https://migu.188766.xyz/?migutoken=1b0d5ada0a7a68f9bc0ad66f4464a69d&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
通化县综合, http://stream3.jlntv.cn:80/aac_thxgb/playlist.m3u8
通渭综合, https://play.kankanlive.com/live/1725005047185027.m3u8
遂昌综合, http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
邢台生活, https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
邢台综合, http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
邯郸公共频道, https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邯郸新闻, http://bclivepull.handannews.com.cn/BClive/NewsBroadcast.m3u8
邯郸科技教育, https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
酒泉综合, https://3ee63cd9178a070a2db29f77915c49d4.livehwc3.cn/play.kankanlive.com/live/1702033926169975.m3u8
重庆汽摩, http://120.76.248.139/live/bfgd/4200000168.m3u8
金川乡村, http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
金川新闻综合, http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
铜梁综合, http://183.64.174.171:40123/ch1.m3u8?zzhongqd
铜陵新闻综合, https://ls.qingting.fm/live/21303/64k.m3u8
镇江新闻综合, http://cm-wshls.homecdn.com/live/2aa50.m3u8
长子综合, https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
长宁综合, http://cnpull.sccnfb.com:80/live/123456.m3u8
长影频道, http://tpc.x3322.net:9901/tsfile/live/1010_1.m3u8
长沙新闻综合, http://ls.qingting.fm/live/4877.m3u8
长治公共, http://live.njgdmm.com/changzhi/cztv2.m3u8
长白山电视台, http://stream8.jlntv.cn/cbstv/sd/live.m3u8?zjild
长白朝语, http://hplayer1.juyun.tv:80/camera/11344136.m3u8
陇川综合, https://zb-live.ynurl.com/longchuan/58f88df3-605e-4c57-865c-8e8f85241ca1.m3u8
陕西体育休闲, http://112.46.105.20:8009/hls/24/index.m3u8
陕西公共, http://ls.qingting.fm/live/1222.m3u8
陕西新闻咨询, http://112.46.105.20:8009/hls/18/index.m3u8
陕西秦腔, http://112.46.105.20:8009/hls/22/index.m3u8
陕西都市青春, http://112.46.105.20:8009/hls/19/index.m3u8
陕西银龄, http://112.46.105.20:8009/hls/20/index.m3u8
雅安新闻综合, https://play.yunxya.com/channellive/xinwen.m3u8
青州电视台文化旅游, http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd
青州电视台新闻综合, http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州电视台生活, http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州综合, http://111.14.181.15:9901/tsfile/live/1009_1.m3u8
青神综合, http://lmt.scqstv.com:80/live1/live1.m3u8
靖宇综合, http://stream9.jlntv.cn:80/aac_jygb/playlist.m3u8
靖江新闻综合, http://ls.qingting.fm/live/23797.m3u8
靖远综合, http://play.kankanlive.com/live/1692005762394912.m3u8
鹿泉一套, https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8
鹿泉二套, https://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8
麻栗坡电视台, http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund
黄山公共生活, http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8?zanhd
黄山新闻综合, http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8
黎城综合, http://111.53.96.67:8081/live/1/index.m3u8
黑龙江新闻法治, https://ls.qingting.fm/live/4974/64k.m3u8
龙井综合, http://stream9.jlntv.cn:80/aac_longjinggb/playlist.m3u8
龙泉新闻综合, http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
龙游新闻综合, https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐, https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8

 
港台（凤凰）卫视, #genre#
香港卫视, http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视, http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视, http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视, http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
TVB亚洲武侠, http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
华丽翡翠台.备用, http://php.jdshipin.com/TVOD/iptv.php?id=huali2
无线新闻, http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻.备用, http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
三立戏剧台, http://61.221.215.25:8800/hls/41/index.m3u8#http://61.221.215.25:8800/hls/41/index.m3u8
纬来精采, http://61.221.215.25:8800/hls/48/index.m3u8
凤凰中文, http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
翡翠台, http://php.jdshipin.com/TVOD/iptv.php?id=huali2
TVB亚洲武侠, http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
无线新闻, http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
无线娱乐新闻, http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
TVBSNEWS, http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧台, http://61.221.215.25:8800/hls/39/index.m3u8
八大第1台, http://61.221.215.25:8800/hls/55/index.m3u8
八大综合台, http://61.221.215.25:8800/hls/56/index.m3u8
民视新闻台, http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
台视新闻, http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
纬来精采, http://61.221.215.25:8800/hls/48/index.m3u8
中天娱乐, http://61.221.215.25:8800/hls/47/index.m3u8
有線新聞, http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
TW台视新闻, http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
番薯, http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
台视新闻, http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
番薯台, http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
人間衛視, http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u#http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
TVBS亞洲, http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
 
 
专项频道, #genre#
FashionTV, http://lb.streaming.sk/fashiontv/stream/chunklist_w1402273512.m3u8
THAIPBS-3, http://thaipbs-live.cdn.byteark.com/live/playlist_480p/index.m3u8
TVBS亞洲, http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TW台视新闻, http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
人間衛視, http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人間衛視, http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
台视新闻, http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
有線新聞, http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
法·时尚, http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
番薯, http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯台, http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
 
国际频道, #genre#
AlJazeera, http://live-hls-web-aje.getaj.net/AJE/01.m3u8
Arirang TV, https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
CNA, https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNA新闻, https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
RT Documentary, https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
RT News, https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
Tvbs News, http://61.221.215.25:8800/hls/9/index.m3u8
WORD, http://61.221.215.25:8800/hls/1/index.m3u8
东森新闻, http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
人间卫视, http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视, https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
俄罗斯频, https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
动物频道, https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
半岛新闻, http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻, http://live-hls-web-aje.getaj.net/AJE/01.m3u8
新加坡中文台, https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际, https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
面包台, https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
韩国新闻, http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
